FACTURA	ENTRADA	POSICION	NOTA	DEV	POSICION DEV	NOTA
3d0b8b88-0ef8-4488-ba1e-5fadf0a31e20	5000393550	*	b6e501da-0757-49bc-bf65-b58327d0d24a	*		
47fdbf0a-ddbb-4914-88a5-a8128d517307	5000395212	*	15100358-f204-4163-94f5-c8a66d6fbb4e	*		
0962d03d-e9c7-4546-bab3-37c72b17dde8	5000395200	*	88173ce9-b7d2-42d8-8af3-cf45a7b6c51a	*		
1275e043-b1a5-4bf6-a4cf-7f565acf5981	5000395010	*	707d2733-6d0f-4f60-ae89-e65b922cb15b	*		
2ed71732-d13f-45f4-83be-73134c687a24	5000395100	*	04dc07d2-0a7c-4056-9e52-f579f6e031b9	*		
bbb1fe36-b9eb-4179-8a68-12dc4ef8c55f	5000400493	*	d61f0afc-3a98-43d4-a323-ec73d38bd74c	*		
bf63df5f-b1ba-4d11-a74f-29a565bb4473	5000394398	*	4102512b-99a4-4179-a2f5-bacf6507ca31	*		
36c6ebd2-2289-47e1-b90f-0ad5c3d3408a	5000393521	*	d9ed0df7-b88b-4ce3-ad99-342ad3082eb8	*		
d2b00c47-264a-4930-9036-3c9f9664fee0	5000393800	*	4439f62a-5c85-443d-8a59-e5a14c1972a7	*		
bf9fe79d-6a69-4996-8b5b-d5bb20ae626f	5000394217	*	5b3b2f64-93e6-4a70-a26a-85f3129728cf	*		
39219db9-6029-4d87-a156-eb33b85a5dc8	5000394023	*	9d5d868a-b029-439d-81ca-d9866831b114	*		
1def3b9f-3723-4708-99d1-4f3b7913453e	5000393835	*	bb891480-45be-40fa-b546-aac11b2615dd	*		
60f8af77-c36d-4a49-9819-48404cb7b847	5000399663	*	c48d86fc-be08-4163-ba23-f2b34ed74e30	*		
e55e6573-5283-4265-8f42-c10e83bf7138	5000395098	*	0cc03e48-0d36-4c0d-9895-487c84c1e817	*		
f8487d9e-b5e3-405c-8982-95a95cf09100	5000395216	*	7235d943-a442-4a07-a253-9f451ab24902	*		
acbe999a-4057-4c84-a9f4-025496c1bdf0	5000409359	*	9c7ccd20-6914-49a6-893e-5c1ff3f5ca59	*		
233eb846-abc8-4cb7-9c3c-bf1b4659a13f	5000409360	*	b0f55253-c7da-4ba3-aa7f-d8cf12f890b8	*		
f72db0b0-44b7-40bd-a4dc-a214e1df57ff	5000406091	*	3621de5f-c908-4f9b-abeb-0f86e2d10f5d	*		
df9eccd6-9f05-4451-b1e4-7efc2bb85b22	5000406084	*	f03aed5b-9291-49a4-a0eb-226a027ed401	*		
72617a00-a7f6-48c0-a2f3-b9d25a9e73ec	5000395504	*	ac5e9453-fc96-4d10-98c9-abdafe82bdcf	*		
16f7f6cb-5586-4e6e-8527-4f10fa137260	5000397409	*	166b1c1f-1825-4093-9a20-49210b62112d	*		
5f18e133-6cdf-42cc-9681-5f4f26551f57	5000397647	*	d947e497-a08f-413f-aed6-2e41bca968f9	*		
ac75a8b0-4312-498f-b030-1912a659bdfa	5000403649	*	01a40aa9-af9c-4e08-b2f1-01d59f77d58c	*		
dfb69ac5-ec3e-48b6-87ef-83333f7247a9	5000400843	*	d4a9d1d9-9c6a-4eda-9d22-35e729fc0520	*		
92057841-23b9-490c-b5e6-972899e0cd6a	5000397148	*	555f8e7a-f9f1-4e60-b90e-ca469fee25c1	*		
e054749c-5cab-4b1a-bfed-4c791e784302	5000395582	*	251dbfd4-b583-4924-9d56-9a69089af2de	*		
0f99ce06-4d17-4b3d-aaac-26cb39601272	5000395509	*	d733e2e4-f52b-4b2b-b7d5-9be6e31a61db	*		
dfbf051b-0ece-4c12-9950-bbd907408647	5000395962	*	3669f27b-80d2-4c5c-901f-b3b78286cf85	*		
17d38199-b19f-41f4-adc3-9c7d35f1416c	5000395864	*	e4f52214-56db-45d8-b043-b6e90b0306bc	*		
1143b2d4-f88f-4531-b96c-e6733c3e0bd5	5000395860	*	98980508-c313-4f04-ae1f-bcdeb402f196	*		
01c049b5-0c00-4925-9f47-3979f03a96a5	5000398824	*	52b086c8-5b2f-40fa-b920-91f7ef8ab0ef	*		
8e3990b3-4620-44b9-8e0d-adf254cd7af2	5000399581	*	a34496c1-474d-4a86-8062-35e583badeae	*		
a0bfe131-3ba7-40db-9bd8-d525ba75cbc4	5000398712	*	f0f1414d-3732-42a6-8787-ccd9abc1028a	*		
b1193681-311d-456d-a12b-6e4cb4d5ccb5	5000400399	*	7e9c5777-8d25-46c8-8c2c-e07b0a4d72dd	*		
a2712e5e-35ce-4aba-9938-bfdf9b4ef4f6	5000398383	*	724a21f8-5553-4f99-8094-641e0dbf0c51	*		
b8a25848-53ea-44b3-a527-161ec081090e	5000399193	*	7ee12535-f429-46a8-897e-d09503cf2fba	*		
acf71046-22ff-4651-80c0-c0098d3ba7d0	5000396930	*	1c131bd5-8830-42d5-9db6-0128ef87203b	*		
d4d1dee4-bafb-4094-a95d-e44c359fdf6a	5000396830	*	2b1b8479-aabc-45a3-83e0-4926b161cbb2	*		
4cbea303-b731-43a7-9145-14ae397d7403	5000399665	*	2f5e0813-af5f-4ffe-a401-3898e5e35c2d	*		
49a6718a-7779-4f49-b379-c26981485bc1	5000409356	*	1efe2bff-c33c-418b-a56f-631c411003f5	*		
97106780-01bf-41aa-aa01-6d12cc8cd0e1	5000401094	*	d7922a18-b5b6-4368-bb1b-f550efd0c1f6	*		
451b9b9d-e4e6-4cbb-b71b-1008019660af	5000400470	*	a89bed32-ccdc-4df3-b021-d13d88aff3f5	*		
f09c4ff7-8889-416d-957a-7c48f45310c9	5000400329	*	781fa66f-f53f-47c5-9ebd-a089ac4135a8	*		
e1562eab-cc71-4f1b-a8b8-a010f7498bf0	5000398691	*	b043d36b-4ef3-4510-a3b5-2dd539c2cca4	*		
2e099491-8b14-47e7-929b-0552ef0e4c66	5000398605	*	5dbf952e-67aa-4f5b-afb8-62043790e5b2	*		
8b81471a-5bc2-4ace-9fe7-5d98fa9deec0	5000401288	*	305ae1cb-cb92-4af0-acc2-47b8be1dcdbe	*		
7b8932d2-8596-47fc-b236-64a8dc5453e9	5000399698	*	5d8cc6f0-4304-40d0-8354-163372dd79aa	*		
efaf800a-173b-464d-8443-02a742d7fa12	5000402836	*	a24b3763-62bf-46f1-86a3-c1cdda903c37	*		
bbdce202-b25e-4245-a246-54b3cb850e34	5000403113	*	db95588d-5621-4257-9f3f-193399603082	*		
01f5d342-f3db-454b-997d-affa69878a62	5000403140	*	d8aa2e5a-d0f8-4d89-a2cf-3c194a501342	*		
c74f78ed-5f24-4ab4-be33-fbc1b2225a05	5000404158	*	2b284276-dcb4-44c7-b808-804ecf548f85	*		
01b7cbb0-d54b-4f34-8bf7-3f4432a80439	5000403097	*	dc203508-2f00-447c-aafd-7924fc9ae572	*		
f6903f9d-15a9-4d32-9ee1-e4539489755f	5000403082	*	a53493ce-b016-4552-84b6-39bfa87e5605	*		
00ab37c3-83f7-41b6-968d-6742a5354f34	5000402750	*	dde08767-b89a-4ead-9b05-235c60982c2a	*		
a3ef2913-a66e-4459-8e79-ab31e15910df	5000403824	*	b3a5e432-112c-4782-be96-c084a794b4ac	*		
303218c3-e6b3-4b26-bba8-0858c4533ffa	5000402934	*	a33e8335-9c8a-4820-ac8d-3f6a30d8ba42	*		
a809e487-b9b6-4de3-838e-ea54b662762c	5000401318	*	67022da6-ad9e-44e2-bb52-f1c5b5bc97d0	*		
2fb5fd55-0f8d-433d-8179-b883a455fa55	5000401011	*	db15ae6d-7071-4f59-b61d-7540a685c43c	*		
6362d99c-fb5b-40ee-9b61-a1d5d5f43003	5000400922	*	3367b67c-e881-4d32-a191-1a70310adff1	*		
ee8b9b75-e3a3-46e8-8a02-ddacb041cb40	5000403456	*	14102831-62ea-4455-81f9-2e8bc7e82862	*		
c5cf911e-1af6-4c3f-b879-8cf3d1fcbabd	5000401388	*	796fa1ab-7525-485b-91da-4438246ad453	*		
3fce6fc8-c2e7-43b0-bd03-dfc1eeb9fee5	5000400430	*	3647f11f-4340-4aa0-917a-7a896f62cb01	*		
ba85015a-5683-4e59-9553-8564fcbbe4eb	5000405396	*	3bc4d761-b96f-4b67-b3b4-4cc540a6dedd	*		
592bd67d-8d35-44fa-b32b-eb951b73e1bf	5000405603	*	4c36274b-3dde-4f1f-8c56-c82f4d40db66	*		
f5258098-e040-4b55-af54-40a0fa1d22e1	5000405973	*	f8edf57a-3e0d-4361-9589-eedff68de6a6	*		
c4cac6a2-d4b0-48a3-8670-0ad83d18ceef	5000405117	*	81548327-83c2-47ab-bffb-ed07b36713c6	*		
e13096c7-0ba5-4ae0-8d78-4f3f61fbece7	5000405404	*	cb8ea1fc-c74b-453f-b7a9-515a9bcd9ffb	*		
92c83ebf-3908-411e-ae2f-59241ef809e7	5000405388	*	997e9a07-c3d5-483a-ad96-7e29aac2fabd	*		
290db96b-3966-49ba-b5a2-17b5652c1dcc	5000405210	*	f90d4f1d-7f2f-41be-ab54-fd1c02b767eb	*		
d8939285-8c26-4a92-ad06-a56a93615c04	5000411906	*	15b5ffc5-f307-448b-946f-927e0438c9c7	*		
0d6886ed-b743-4afb-a012-763f4e9cd6a2	5000403153	*	de04160f-47f5-4958-8e5a-85179249276f	*		
9ffdddc6-ab8a-488f-aec2-a810cde002ea	5000403321	*	ca070159-4b6b-44a2-95ff-b323ace494c0	*		
d14322ea-44f2-4ad9-b2a9-cf68e90dbf49	5000403063	*	128e32df-975f-4d27-b36c-c0eb9e27fd7e	*		
06a504dd-77e4-43e6-8374-82b1061a4d5b	5000404197	*	34b66e18-b02d-4b64-9a40-4d04fd0904f2	*		
963c8eab-1216-42db-a2db-ed497934a5f1	5000404257	*	1c8e1e03-c332-404a-88a5-db9979857ae0	*		
98bd5fa9-e66b-4e90-ae16-1fbbdc7f2577	5000404203	*	e4e0f3b0-3149-464b-aa20-0627d730c272	*		
9ce8af3d-2e85-4c0b-8b92-c36d1d144a25	5000404195	*	cc95fcd8-4103-4d9d-ba40-60d17690b4e0	*		
f9bb86b9-62cb-4479-abe0-18dd7d6c46ba	5000403687	*	a69e7ca5-ad43-4478-8ef6-9ae32b181fd2	*		
64734ef2-6aac-431b-bcc6-e769f5498058	5000403333	*	2b4b3797-cf51-4c6a-b124-7c9429216a0c	*		
17173ba0-d4f3-442f-8f8a-8f3258039c40	5000403577	*	349e66a9-88c9-4112-9f93-387ddb42f27e	*		
e460986f-076d-4a27-b945-6b5379131f3f	5000402981	*	4ae6e248-d567-4633-84c9-70573c741b95	*		
50f0cc78-d6b4-485f-901c-c9d926ef4d72	5000405876	*	68335682-efc3-4945-8689-5eae1560b492	*		
0a1589d3-6e06-48e3-a9dd-0b65884abd67	5000404033	*	eb257128-a90c-47ec-abb8-50041f4c234b	*		
1ee4938f-0977-44e0-ade7-2f9a059a5810	5000404039	*	356b9748-94b9-47f3-81b0-64b81726f21c	*		
c0231654-1a61-4b2a-9e4e-cedb112fcade	5000403347	*	7f7ee377-2dc5-44d0-9b4e-f81d5eb2f9b4	*		
333cb177-80a1-4ff5-9389-b6468c7c574a	5000403657	*	282f0881-2443-4d9a-aa68-3bae030106ed	*		
ee740da1-cd22-4d6a-8ba4-e4499120c708	5000405836	*	0fa2cf3d-4a37-4085-8307-589f8c98de04	*		
79159eb9-40ea-4110-af88-a97fc227c2ef	5000400709	*	5bba63d5-3cf6-4cc2-af8e-dcdaff50b102	*		
321c1ce4-ef69-4181-b873-6d0cb6029948	5000406920	*	ae962947-91b1-425f-bcfe-01a02c1434de	*		
da17b507-c0cc-43cc-a7e5-70e4aabaf0e4	5000406648	*	f3d39863-d44d-4705-bebb-fb8454db0430	*		
210f2952-1e55-48b7-ae17-33cc355c094d	5000406851	*	966ee9de-3b48-4306-8442-70a5ec017c54	*		
b93af980-932f-4dd5-a5de-6ac9678e0b60	5000406835	*	4545d74b-3341-48a4-bbee-27aec5527373	*		
aa8a0f5e-b2f3-4a8e-9c59-e86078813d62	5000410191	*	0d9caf2d-170d-4d62-9d35-7f3577e1da0b	*		
da07d832-2f45-481f-826b-6be0d534501c	5000408709	*	cca7d31d-bb32-477d-8962-43269b7e23f1	*		
adc3a9f0-79e5-41ad-9127-3e4211b1eb88	5000408086	*	fe937d60-1223-47df-8b16-89100855ea15	*		
fa0144c2-0c18-47c3-a17e-c289f82e6a87	5000410769	*	4b4f2105-eca2-44ee-b7e3-5eefb129e878	*		
696c6c8b-13a0-45bb-b8de-5dd6461681b3	5000406812	*	207fcc8e-4e6c-4f42-951b-c177993382ca	*		
90b0a89e-a3ea-4c8d-a1af-32d1f2765e4f	5000406678	*	9f70dfb4-d687-4c67-bc34-f2161e49775b	*		
98770ba7-cd35-4572-9fef-5a4e6d7eb1cc	5000406759	*	afde2024-0a60-4416-8537-cd8d6c7cc5cb	*		
81272f63-513e-4b27-bb81-3b505f60b620	5000405440	*	07b74091-44c9-4e78-82e6-073e4d36aee7	*		
3f55597d-e4be-4053-9f29-483e80ebce83	5000404965	*	2950cebc-b95c-4b05-9489-b24c00bc5699	*		
29c2a272-6fc1-44a0-80a3-eda508c6540c	5000405970	*	2d7fb0bc-dd58-44f6-8a7d-0a400a58ddad	*		
bd45feee-ce79-42f4-a1ef-84b2d09f4964	5000405424	*	66c64517-6ad1-4d1e-9a3a-dff4c6407bc2	*		
8138b01a-2d7a-427e-af14-27eaf996feac	5000405631	*	0ae13011-a232-4535-83b6-5a434bf0e62b	*		
683db222-8f7c-4e72-87c4-ff46f3f421f0	5000405461	*	2ae06fd6-1d78-4af1-868f-0ca2201e7859	*		
834c4622-de53-47f7-9c43-bd2c65eb6983	5000409335	*	cdbe1b55-f02f-4f62-9e73-d27571c863cd	*		
82f49eb9-d312-4934-953e-f7ce77b362ba	5000416208	*	90084e16-be88-452c-96ac-14d3c942c085	*		
a7160c32-67ec-40de-924d-2fe5d520ca3d	5000409472	*	c611654a-69ef-4104-89ab-0ba2da91db44	*		
afb279be-2ad7-48d9-8086-55694ffabc83	5000408637	*	2c7d17ce-aec4-4862-9aa1-7f049aa9ea3e	*		
288fc432-fe44-4f1d-9fb7-13533dba76be	5000409118	*	bc2ce842-0bfd-435b-88e1-049b521a538a	*		
912aee95-1ad8-410d-b18c-afaa089c8f16	5000410541	*	951ef1ce-3331-4da3-b698-a6f192ad81fc	*		
a6f32e29-c13d-4321-9b24-97d76834bd66	5000408551	*	9d87c418-322d-4a6c-a41f-f2b20f79093f	*		
8ba608ca-9bdf-47ac-961a-c89896b388c4	5000407044	*	696bccab-f263-4aaa-9e62-cdab8abe2c0a	*		
2d35520b-202c-453b-bf52-b4e4f1e8bc06	5000407090	*	d3137623-ad3b-4960-8a4c-d1730abc0338	*		
f38cbf32-6946-4908-b74b-01d4bf49a32f	5000407544	*	d7e0db88-975e-4660-91fe-50dd375e790a	*		
1937554e-c111-4ec4-a409-4e6add2cdc58	5000407326	*	123141a2-e5de-4d8e-85e8-3f3d78d9e03b	*		
542b72fb-adf7-46d6-b38d-bca2309295be	5000407007	*	a38a66b5-bc15-4ed6-bb61-b45c36331eb6	*		
c7dae85b-d23d-4dd6-9b12-b270b68b13c9	5000410285	*	aa2e7319-14a1-44be-882c-2802dc0ed19f	*		
7b52e075-f36a-4266-a81b-bd7eef14ade1	5000410250	*	d295452b-10c7-4caa-8621-2198fd94c729	*		
59c7ba29-48a1-4770-8f31-8626c1a22c62	5000410315	*	cd31fc56-d387-4478-bd88-3927510ca38f	*		
0be1b675-129f-4406-bf61-f9b21bfff764	5000410259	*	18998fd5-8795-403b-b371-8df6968e11ae	*		
d4053af6-9bb3-4662-bf8d-8cd2ff0018b3	5000410243	*	62632686-6292-49b2-a83f-d1797d418d96	*		
e5626a36-ac38-44f5-be01-ca53e444b1e4	5000411046	*	dfbf923f-09a9-4288-b6d0-007b864e16f1	*		
a74b9a05-738a-4cba-acfe-5a4631137a3b	5000411053	*	2f49818e-9c2f-479f-82a5-cd424ceb921b	*		
816a7a38-9c7c-4c8f-a82f-96113fa7dac9	5000419230	*	a98446f4-887d-48f1-bc8e-5493a4924de0	*		
3e112c53-7dfe-429f-80b4-45d4f4a61b36	5000411294	*	f1042743-a8dc-4492-a763-15853ec6edfc	*		
18294678-c646-4993-8614-2ce775bd04e5	5000410326	*	e70129a9-0aa5-4d8a-bc8b-9a465edddc6d	*		
6eb7326b-6e8d-404f-89dc-18e24a1b5ba1	5000410734	*	3e2a938c-e598-4abb-858d-85edc6ffb781	*		
2894f15d-b13c-4f0a-a5f5-b6588a56966f	5000411932	*	5bd900ac-359f-478a-839f-22802b7badb7	*		
d89814f9-6990-4075-abd7-97b575b44748	5000408377	*	a7569b92-4f66-47c8-ab8e-795ff6cc5947	*		
99db5a0b-b5f3-49c5-97bb-d773c833511e	5000409414	*	b810e404-031e-4667-a353-7e79d6019d8e	*		
1431a72f-1c18-4891-a142-31eaa7b30207	5000410372	*	c5d1b4b2-f99e-4ddb-b616-b09329fc444d	*		
18b9dd35-e373-4080-9c85-7942b2513037	5000409051	*	3190f859-86fb-4b98-9375-0614d0f5a8ec	*		
059947b9-7640-4b4d-8563-53109d63b61a	5000412457	*	7b321ed2-6ca0-4a8b-8ca9-581b33b466b9	*		
a61824f7-cbe6-447e-8904-d698fd85fc39	5000412195	*	df2f648a-034a-4efb-9b9f-44eb6194b2d4	*		
8459036f-f913-446f-97f8-4811dd2cfb35	5000412531	*	8a54041b-07aa-47ea-86ca-55342c2dcbe0	*		
4d7d6b1e-2409-4210-b128-80d862f57c9d	5000410314	*	e6bd5661-c160-4263-8733-56ff3fc150c9	*		
bd8c5f23-3c2d-465b-aa59-47653e1d0c0f	5000410166	*	8f03eeea-1036-46e0-871d-f89e772e21f0	*		
ae505ba8-bc3e-4033-a625-6e2a154ad9cb	5000410397	*	46dec462-2dfb-4e74-a0d9-20491563223a	*		
c7b51026-1903-4fd3-a71b-07ec063312a2	5000411100	*	2c77366d-6053-43fd-9254-e023cc347638	*		
e43cf7ad-1a8f-41af-ae4e-0693521ff215	5000411087	*	24fe0dec-4d49-40d0-963e-f218d5967edd	*		
ab0ff5cb-1fda-4aec-8282-5df13074134f	5000411657	*	ec7ba399-0f15-445b-a657-aa03011ae4c1	*		
6c761534-9c40-4d56-b887-e9dbec6d1011	5000413724	*	b4ee04b8-6e06-47ea-be4f-5253e62478e1	*		
3a06d0b3-bf33-4ed5-971b-ca5ab539808c	5000413348	*	ea9ace7e-8d4a-4d43-9ca7-13bd2d6ace78	*		
16af5c1a-66ec-4125-b99a-436a2181c381	5000419152	*	8728820f-f6d7-4bef-987c-6207afefd881	*		
5f2a5b89-fa35-41e5-8928-1b75ef098230	5000413997	*	5104a452-3e5c-4331-91f9-059e27b3941d	*		
8a8d0e58-de28-4283-82a3-e7a041a9f0f1	5000414154	*	b14e1a60-8f2c-4b2d-92d7-a03c2fe7268b	*		
4b892797-52db-41c0-be6f-5826445fffe4	5000414318	*	a5913563-c73c-43a6-a91c-52b165047924	*		
4425b9d4-0bf2-4379-ab08-8273f7ab6fc8	5000414329	*	cd97d54e-0858-46f9-a9ff-80903f9bf16b	*		
45c4d47c-3ad7-4e23-aade-e686dd1dd550	5000414311	*	e7f9710b-5f40-4aba-a7b9-695620bcbccd	*		
4fc9aa30-264f-44f5-8f62-749f01faa780	5000411858	*	ce69c093-c346-45b1-8d50-68868d23f353	*		
f98d348d-89df-4810-b1a9-ca688de06484	5000411684	*	e3494cdf-f310-433f-8696-aa9f1094b33d	*		
7e1fd907-938a-4874-89b0-502fc965750b	5000412074	*	a78b85c8-c1e6-46e8-946f-4f20bdc61bdb	*		
d0782e59-11d6-479a-9a34-7d8a56b39d77	5000412871	*	f27c9245-f781-4e10-9ed0-549d1112e0c7	*		
d7032137-2d7b-4bfa-a161-d6d7a978023f	5000412825	*	14d24a4c-e8f9-48ef-a2e5-baffead1a82f	*		
b5b894ad-16b6-4322-8c3a-75c65f688224	5000412823	*	ef0bbda4-6c87-4ab4-ab04-29bf95df03d6	*		
b356af6b-c31d-4363-8633-cd0e76fad5c8	5000412742	*	45296390-d6a4-4733-b7ec-b52ceab0b2da	*		
a0981c29-4596-4979-8f4e-24747107b867	5000412515	*	a5db885d-908a-4749-808d-d8e8d6adec4c	*		
bd928e8c-6d88-4da9-a9c9-cdedc754b890	5000412339	*	7974eec3-a73d-4f98-9208-203fa18ea46e	*		
95771396-7fa5-4262-bad5-81c39227370b	5000412214	*	f0463290-3000-421e-8307-447fff9ce360	*		
901f45ca-a4f1-4147-bc16-dafa083207c2	5000411842	*	262dbede-90f7-48a6-a886-7d4507538496	*		
23d33a02-e08a-4405-a39d-456a0d70640f	5000411717	*	245e996f-1c6b-4b5f-b17d-399e0a2b04d7	*		
0bafefa0-b0f1-4474-8192-d8ffb24f7805	5000413390	*	52926747-eb5e-409f-8d0f-2676b3858548	*		
94e121c7-3d93-4688-84f6-57467b1ee752	5000414417	*	f1fd4740-df48-4658-bdc2-fe1b65f2dda7	*		
6f228a9a-c53c-47f3-a38e-18793bd216b7	5000413569	*	24640fb6-d85f-4d04-acf5-48fa64ead1fa	*		
79c2957c-fb4a-4b63-a12e-391b50fb780c	5000414416	*	1920c40b-487f-4413-943a-08337fd97551	*		
a929f976-7dba-44fd-9eef-d5786041ba26	5000413904	*	1a80cbb7-1a01-4490-8035-5f46812acf73	*		
